algorithm,playlist,time
m-ACO,1047759,468307
SMS-EMOA,1011194,4367933
NOOP,1004034,3688
NSGA-II,1005271,2662716
NSGA-II,1008960,2887103
SMS-EMOA,1001467,1110971
m-ACO,1008361,3242099
SMS-EMOA,1031211,5013375
SMS-EMOA,1004398,5650698
NOOP,1000312,7617
SMS-EMOA,1003940,3168611
NOOP,1000307,6997
m-ACO,1009606,8513791
m-ACO,1003993,421332
NOOP,1005298,7895
NOOP,1002453,3566
SMS-EMOA,1001193,1564416
NSGA-II,1010228,3491537
NOOP,1002446,12276
m-ACO,1002898,4314354
NSGA-II,1015276,2803518
SMS-EMOA,1001632,1133459
m-ACO,1047372,178445
NSGA-II,1004567,2869553
NSGA-II,1005024,2562570
SMS-EMOA,1013947,4631174
SMS-EMOA,1010682,4661396
m-ACO,1011185,8699530
NOOP,1006775,4740
SMS-EMOA,1046422,5243654
m-ACO,1008326,3346767
NOOP,1011332,5061
m-ACO,1001596,3779060
NOOP,1004984,4536
SMS-EMOA,1011460,4499613
NSGA-II,1001298,1023451
NOOP,1004991,6342
NOOP,1011327,5013
NSGA-II,1027069,4631904
m-ACO,1000181,2580132
NOOP,1007784,5730
NOOP,1022753,7993
NOOP,1005975,4976
NSGA-II,1044340,2061748
SMS-EMOA,1004883,5457155
NOOP,1005960,4492
SMS-EMOA,1002718,4324004
m-ACO,1008256,5089349
NSGA-II,1003150,2152520
NSGA-II,1002413,3479264
NSGA-II,1033726,3530993
SMS-EMOA,1013009,4619773
m-ACO,1006582,366332
SMS-EMOA,1017514,3106901
SMS-EMOA,1008170,2392662
SMS-EMOA,1009433,4639961
NSGA-II,1010602,2778223
m-ACO,1001518,1335436
m-ACO,1022030,375284
m-ACO,1011567,8869688
NSGA-II,1016999,2539141
NOOP,1020413,8094
NOOP,1008175,47398
m-ACO,1001174,4641742
m-ACO,1004879,182741
m-ACO,1014806,372229
m-ACO,1010000,7135458
SMS-EMOA,1004246,5986313
m-ACO,1005972,370817
NOOP,1003913,7385
NSGA-II,1000450,895983
NOOP,1024720,9369
NOOP,1003906,3097
m-ACO,1007577,5043626
m-ACO,1002816,2001613
NSGA-II,1002977,3241600
m-ACO,1012869,414162
NSGA-II,1008651,2833247
NOOP,1047590,7978
SMS-EMOA,1002493,3778437
m-ACO,1006160,419383
NSGA-II,1045229,2078573
SMS-EMOA,1018708,6090294
m-ACO,1002966,3907704
SMS-EMOA,1002332,4809400
NSGA-II,1002039,3206730
m-ACO,1011417,8961522
m-ACO,1001468,3618293
NSGA-II,1006524,3942224
NSGA-II,1007067,3970509
NOOP,1009184,5920
m-ACO,1005802,385499
NSGA-II,1002798,3306701
SMS-EMOA,1012160,4837555
NOOP,1004435,3776
NSGA-II,1004803,2642481
m-ACO,1004909,376753
m-ACO,1001004,1836273
SMS-EMOA,1043918,5798324
m-ACO,1002921,267446
NOOP,1006374,4145
NOOP,1006361,4465
m-ACO,1013855,490762
NSGA-II,1007593,15725294
m-ACO,1006127,381857
m-ACO,1016534,491005
SMS-EMOA,1045377,5339572
NOOP,1036900,8153
NSGA-II,1006771,4005843
NSGA-II,1007232,2645399
m-ACO,1024168,551842
SMS-EMOA,1012494,4122955
SMS-EMOA,1002167,4522790
NOOP,1002047,3898
SMS-EMOA,1003424,4577071
m-ACO,1001043,1537122
SMS-EMOA,1007139,10750689
SMS-EMOA,1032711,3957651
NOOP,1008328,38717
NOOP,1002052,5581
NOOP,1005699,3072
SMS-EMOA,1003385,1779687
NSGA-II,1008404,2930542
m-ACO,1000524,8380780
SMS-EMOA,1007698,4557886
NSGA-II,1046818,2042989
m-ACO,1005935,228726
m-ACO,1009688,8637230
NOOP,1004668,7907
m-ACO,1001133,1977231
NSGA-II,1001346,1286692
NSGA-II,1000605,928197
m-ACO,1000454,7416688
NSGA-II,1004318,2590191
SMS-EMOA,1005550,6063061
SMS-EMOA,1004013,3370431
NSGA-II,1012970,2729565
m-ACO,1013925,490918
NSGA-II,1010457,2771208
NOOP,1001033,5340
NSGA-II,1015112,2161002
SMS-EMOA,1003871,3033809
NOOP,1001026,3181
SMS-EMOA,1000015,2547608
SMS-EMOA,1001556,1518962
NOOP,1029555,8553
NOOP,1005300,7386
NOOP,1005315,4615
NSGA-II,1005340,2610868
NOOP,1027509,7904
NOOP,1012752,7677
NOOP,1015199,8619
NOOP,1012747,8078
SMS-EMOA,1011704,4453547
m-ACO,1037196,475296
NSGA-II,1012525,3058434
SMS-EMOA,1005905,4467610
NOOP,1036774,8538
NSGA-II,1010802,2696717
NSGA-II,1012284,2651512
SMS-EMOA,1019505,5569990
SMS-EMOA,1006161,5721964
NOOP,1043167,8264
m-ACO,1043632,421229
NSGA-II,1003234,3312135
NSGA-II,1002777,3336367
NSGA-II,1031965,5999523
NOOP,1017485,8648
m-ACO,1039732,483517
SMS-EMOA,1013138,2996750
NSGA-II,1000805,931650
NSGA-II,1002283,3235432
NOOP,1000972,3448
NOOP,1002783,6858
NSGA-II,1002522,3344776
m-ACO,1001897,1730723
NOOP,1030313,8561
m-ACO,1005091,243878
NSGA-II,1032354,7989129
m-ACO,1044711,171333
NOOP,1002796,5445
m-ACO,1003492,420286
SMS-EMOA,1007677,4313209
SMS-EMOA,1006334,5495562
NSGA-II,1013592,2991143
SMS-EMOA,1002629,4349547
m-ACO,1002599,1522552
NSGA-II,1027158,4942472
NSGA-II,1009609,2701135
SMS-EMOA,1006495,5252863
m-ACO,1029366,408318
SMS-EMOA,1002188,4375119
NSGA-II,1012770,2653415
NOOP,1025248,8153
NOOP,1010013,6120
m-ACO,1012496,475442
SMS-EMOA,1021327,5497702
NSGA-II,1004456,2588114
NSGA-II,1001408,1121081
NOOP,1007441,8530
m-ACO,1002085,3614554
SMS-EMOA,1047050,5423018
m-ACO,1004486,480141
NOOP,1049040,8114
SMS-EMOA,1000240,1493279
SMS-EMOA,1001703,1393968
NOOP,1001983,22304
NOOP,1003772,3506
m-ACO,1010893,8063565
NOOP,1036529,8267
NSGA-II,1010319,2768082
NOOP,1003767,3583
m-ACO,1014095,413921
m-ACO,1011998,397409
NOOP,1005714,4992
SMS-EMOA,1013512,4883414
SMS-EMOA,1012051,7208617
m-ACO,1003070,4390053
NSGA-II,1004932,2666324
m-ACO,1039397,484692
m-ACO,1007876,3373273
NOOP,1005701,3832
m-ACO,1002517,1822747
NSGA-II,1002108,3149978
SMS-EMOA,1009689,12782188
NOOP,1012353,7216
NSGA-II,1036263,6308787
NSGA-II,1045318,2047698
NOOP,1001427,3756
m-ACO,1000912,1566198
SMS-EMOA,1018639,8213098
m-ACO,1004114,4310156
m-ACO,1001819,4696753
m-ACO,1011866,482272
SMS-EMOA,1002203,2703734
SMS-EMOA,1003740,3227992
SMS-EMOA,1000885,1173373
m-ACO,1004578,471575
SMS-EMOA,1014125,4654855
m-ACO,1011916,461257
NSGA-II,1001783,3375986
SMS-EMOA,1010438,3835243
NSGA-II,1002846,2172596
m-ACO,1001969,3773345
m-ACO,1000862,1641465
NOOP,1038329,8662
SMS-EMOA,1027896,5058051
m-ACO,1005503,441408
NSGA-II,1001022,873016
NSGA-II,1000561,898034
SMS-EMOA,1043167,5432076
m-ACO,1004408,231882
m-ACO,1007906,5073032
SMS-EMOA,1035042,3618003
SMS-EMOA,1005634,5534013
SMS-EMOA,1004377,5952061
NSGA-II,1011270,3124690
SMS-EMOA,1001488,1746424
m-ACO,1002467,1899028
SMS-EMOA,1005195,5056904
SMS-EMOA,1002918,5064235
m-ACO,1032815,328952
m-ACO,1005544,447140
NSGA-II,1045803,2036417
SMS-EMOA,1004122,3048916
NSGA-II,1012841,3461230
m-ACO,1000825,2169496
NSGA-II,1043039,2098075
NOOP,1039190,8113
m-ACO,1002420,1465527
SMS-EMOA,1043332,5988889
NSGA-II,1001277,847239
NSGA-II,1000734,889505
NSGA-II,1004229,2544037
m-ACO,1020003,416047
SMS-EMOA,1021558,5860688
m-ACO,1013138,280895
NOOP,1002397,3737
m-ACO,1003147,4296743
m-ACO,1007941,6347415
NOOP,1005549,5296
NOOP,1002382,10309
NSGA-II,1000095,2064013
NSGA-II,1004588,2644359
NSGA-II,1009076,3171279
m-ACO,1013424,490031
NSGA-II,1027727,4616688
m-ACO,1002550,3700145
SMS-EMOA,1002056,999943
SMS-EMOA,1003515,2971299
NOOP,1003366,5112
NOOP,1003373,4348
m-ACO,1003037,4371319
NOOP,1009009,8469
m-ACO,1005434,374811
NSGA-II,1037575,7878955
NSGA-II,1006640,4161274
NSGA-II,1007303,2912504
NOOP,1010412,9692
NOOP,1007055,3986
m-ACO,1000955,1656817
m-ACO,1005058,401226
SMS-EMOA,1013747,4575843
NOOP,1038161,8685
SMS-EMOA,1010882,4499174
SMS-EMOA,1005553,5869219
m-ACO,1006357,408448
NOOP,1045354,8049
NSGA-II,1042448,2067325
NSGA-II,1010454,2769980
NSGA-II,1011117,3219775
NOOP,1005709,7391
m-ACO,1000338,9685487
SMS-EMOA,1026913,5219903
m-ACO,1011620,583232
NSGA-II,1001345,863362
NSGA-II,1000606,1203860
SMS-EMOA,1006479,5693207
NSGA-II,1011859,2706862
SMS-EMOA,1003427,4703316
m-ACO,1000248,2232514
NOOP,1008940,5249
m-ACO,1000624,8462996
SMS-EMOA,1003386,4533036
NSGA-II,1039732,3509423
m-ACO,1011750,582244
NOOP,1007215,4516
m-ACO,1006227,373862
NOOP,1006909,3973
NOOP,1003133,5766
NOOP,1003126,3799
SMS-EMOA,1012497,4026383
NSGA-II,1006772,3967030
NSGA-II,1007231,2840316
m-ACO,1001768,1470094
NSGA-II,1006527,4155400
NSGA-II,1007064,3996960
SMS-EMOA,1013381,4845974
NOOP,1026854,8738
NOOP,1001672,5326
SMS-EMOA,1011907,2267117
m-ACO,1000663,8488478
SMS-EMOA,1045121,5666168
SMS-EMOA,1008559,2047718
NOOP,1003896,7275
NSGA-II,1004800,2668125
SMS-EMOA,1013420,4992472
m-ACO,1001304,497498
NOOP,1003883,6351
NOOP,1005541,4932
NSGA-II,1012268,3127785
NOOP,1005554,6115
SMS-EMOA,1032547,3375846
NOOP,1012113,4441
m-ACO,1006260,493597
NOOP,1012106,4523
NSGA-II,1000453,1020287
SMS-EMOA,1009954,4347548
m-ACO,1007677,4823098
NOOP,1043733,8203
SMS-EMOA,1011049,4506661
NSGA-II,1002974,3280824
SMS-EMOA,1014017,4825706
NSGA-II,1025029,5146977
NOOP,1007048,6737
NSGA-II,1011342,2751655
m-ACO,1001618,3701190
SMS-EMOA,1005706,5563657
SMS-EMOA,1004245,5417098
SMS-EMOA,1000758,877580
m-ACO,1033628,437680
NOOP,1002872,5230
NOOP,1004801,8252
NOOP,1023627,8454
NSGA-II,1003153,2121014
NSGA-II,1002410,3166002
SMS-EMOA,1041016,4953311
NOOP,1004814,22821
m-ACO,1006682,369812
NSGA-II,1005969,7318693
SMS-EMOA,1009430,2937867
SMS-EMOA,1012549,4910729
SMS-EMOA,1026622,5527129
m-ACO,1007789,4902201
m-ACO,1000281,1964726
NSGA-II,1012642,3024948
NSGA-II,1008278,4052386
NSGA-II,1045600,2081011
SMS-EMOA,1037133,3355070
SMS-EMOA,1003258,1803503
m-ACO,1008156,6355443
SMS-EMOA,1006206,4162432
NOOP,1005308,5994
NSGA-II,1000079,1883113
SMS-EMOA,1010681,3922329
NOOP,1014175,8361
SMS-EMOA,1047162,5014240
NOOP,1014160,8453
m-ACO,1001696,1725661
NOOP,1003527,5255
SMS-EMOA,1010120,4727649
m-ACO,1040116,473018
m-ACO,1008026,5007072
SMS-EMOA,1023893,5188121
SMS-EMOA,1025708,4832923
NOOP,1047249,8646
NSGA-II,1027924,3713104
SMS-EMOA,1034019,4066349
NSGA-II,1014097,2570526
SMS-EMOA,1000372,1710068
SMS-EMOA,1001631,1898887
SMS-EMOA,1000127,1069727
SMS-EMOA,1001464,1457014
NSGA-II,1008963,2906928
NOOP,1005155,8635
NSGA-II,1042062,2022277
SMS-EMOA,1000686,1508916
NSGA-II,1015020,2290575
m-ACO,1009506,3184365
NSGA-II,1029804,4455663
NSGA-II,1004090,2151531
SMS-EMOA,1010375,4260453
NOOP,1001273,5186
SMS-EMOA,1046674,5789629
m-ACO,1047459,464694
SMS-EMOA,1007510,4795185
SMS-EMOA,1006053,6037373
NOOP,1000297,3682
NOOP,1032607,9120
NOOP,1015821,8274
NSGA-II,1010930,3078130
NOOP,1007449,5676
NOOP,1000282,5189
SMS-EMOA,1005837,5857925
NSGA-II,1012417,2646780
SMS-EMOA,1000869,1254451
NSGA-II,1013154,2658011
m-ACO,1046422,462023
SMS-EMOA,1026477,5239820
SMS-EMOA,1008326,4944275
NOOP,1009400,6152
NSGA-II,1001980,3353119
NSGA-II,1003306,3313468
NSGA-II,1002645,3508778
NOOP,1043332,8401
NOOP,1014328,8767
NSGA-II,1006358,3657916
SMS-EMOA,1008487,5547961
SMS-EMOA,1045245,5568251
NOOP,1002212,6844
m-ACO,1036263,421596
m-ACO,1005734,384268
NSGA-II,1037576,7845576
NSGA-II,1006643,4274834
NOOP,1002207,6672
m-ACO,1004253,4873070
SMS-EMOA,1012207,4446546
SMS-EMOA,1010881,4638831
NOOP,1048535,8629
m-ACO,1005358,444358
NOOP,1015655,8570
NSGA-II,1009075,2699732
NSGA-II,1008536,4208867
NOOP,1006121,3323
NOOP,1006134,7358
m-ACO,1002650,27024230
NSGA-II,1023239,2566369
SMS-EMOA,1006548,6014004
SMS-EMOA,1002055,1488416
NOOP,1011573,3090
NOOP,1011566,4538
NSGA-II,1041453,2159970
SMS-EMOA,1042672,5821079
m-ACO,1002720,3641150
NSGA-II,1005769,8372719
m-ACO,1003247,420194
NOOP,1017349,8153
m-ACO,1013238,416484
SMS-EMOA,1014373,4981451
NSGA-II,1000096,1714610
m-ACO,1037218,475915
NOOP,1004428,3781
NOOP,1009199,4771
NSGA-II,1045800,2129371
m-ACO,1005644,346462
m-ACO,1005228,249297
NSGA-II,1011787,3071815
m-ACO,1004323,466628
m-ACO,1012374,471856
SMS-EMOA,1005637,5655611
m-ACO,1030757,392637
SMS-EMOA,1000669,1106060
m-ACO,1002767,1702012
NSGA-II,1010730,2687691
NSGA-II,1011273,3088237
NSGA-II,1001780,3317999
NSGA-II,1002845,2167004
m-ACO,1004364,4878269
SMS-EMOA,1014126,4666631
NOOP,1015408,8492
m-ACO,1037633,468435
SMS-EMOA,1042386,5127972
NOOP,1008320,5899
NSGA-II,1001021,967954
NSGA-II,1000562,1085946
m-ACO,1005603,402430
SMS-EMOA,1009865,4526901
NOOP,1005691,6058
NOOP,1005684,3492
m-ACO,1004708,482725
NOOP,1008335,5955
NOOP,1013232,8104
SMS-EMOA,1002200,2711490
SMS-EMOA,1003743,3126646
SMS-EMOA,1000886,1579831
NOOP,1006891,3627
m-ACO,1004214,237854
NSGA-II,1012359,2627764
NSGA-II,1009220,2814863
m-ACO,1003370,4278066
NOOP,1017114,8359
NSGA-II,1006416,4607842
SMS-EMOA,1014868,4861628
NSGA-II,1007155,2840870
NOOP,1000553,5424
NSGA-II,1019072,2080562
NSGA-II,1003448,2208998
m-ACO,1002617,2041603
NOOP,1039414,8260
NOOP,1006535,11703
m-ACO,1004786,402160
SMS-EMOA,1000243,1065095
SMS-EMOA,1001700,1493521
m-ACO,1009930,6774632
NSGA-II,1025532,4528554
NOOP,1011167,53971
SMS-EMOA,1032912,3605366
m-ACO,1028471,379237
m-ACO,1046964,462662
m-ACO,1012796,415398
SMS-EMOA,1010011,5900140
NOOP,1002606,5131
NOOP,1002613,3451
NOOP,1008569,3617
SMS-EMOA,1013875,7372374
NSGA-II,1004455,1716739
m-ACO,1002385,3717612
m-ACO,1039475,483600
NOOP,1004029,3505
SMS-EMOA,1003369,4628523
m-ACO,1002699,3799570
NOOP,1009598,5774
SMS-EMOA,1007674,5265337
SMS-EMOA,1006337,5406723
NOOP,1001813,5332
NOOP,1026635,8747
m-ACO,1029066,408364
m-ACO,1013381,436461
NSGA-II,1012773,2774681
NSGA-II,1013230,2707741
NOOP,1019701,8537
NSGA-II,1008349,2671491
NOOP,1001806,7373
SMS-EMOA,1006496,5610657
m-ACO,1009840,6830719
SMS-EMOA,1008042,5713225
NSGA-II,1000806,947616
NSGA-II,1002280,3202461
NSGA-II,1002521,3285698
m-ACO,1005391,450346
NSGA-II,1033614,8086178
NOOP,1028669,8718
NOOP,1047199,8333
m-ACO,1042439,396504
NSGA-II,1003237,3313217
NSGA-II,1002774,3508175
NSGA-II,1006269,6956614
NOOP,1047829,7961
SMS-EMOA,1039122,3366103
NSGA-II,1003596,2225507
NOOP,1005290,2889
SMS-EMOA,1005906,4516011
NSGA-II,1012526,2674485
SMS-EMOA,1000958,1609256
NSGA-II,1013065,2610947
SMS-EMOA,1019506,5467674
SMS-EMOA,1018045,7620924
SMS-EMOA,1006162,5796760
NSGA-II,1012287,2645980
NOOP,1005968,5070
m-ACO,1027685,411068
NSGA-II,1031028,4799675
NSGA-II,1004600,2869015
NSGA-II,1005343,2096948
m-ACO,1009977,6932531
NOOP,1000147,9779
NOOP,1000152,4562
NOOP,1013626,7871
SMS-EMOA,1000016,2483304
SMS-EMOA,1001555,1192674
NSGA-II,1008852,3042828
NOOP,1004261,3509
m-ACO,1000936,2006509
NSGA-II,1020215,2594773
SMS-EMOA,1004786,5584440
NSGA-II,1010463,2239895
m-ACO,1004130,4292350
SMS-EMOA,1005564,5961863
SMS-EMOA,1004027,3266398
NOOP,1012258,5466
m-ACO,1006959,418567
m-ACO,1003054,269368
NSGA-II,1000631,3205370
NOOP,1013951,9089
m-ACO,1012120,408887
m-ACO,1007852,6369790
NSGA-II,1000190,1108905
m-ACO,1002533,1963362
NOOP,1023330,8220
NSGA-II,1048217,2056391
SMS-EMOA,1043596,5070578
m-ACO,1012050,412314
SMS-EMOA,1001937,1718695
SMS-EMOA,1004969,4501412
NOOP,1007303,5348
NSGA-II,1009173,2769021
m-ACO,1003124,215814
m-ACO,1006829,419369
NOOP,1008843,5377
SMS-EMOA,1033266,3416235
m-ACO,1013537,425212
m-ACO,1003548,4189081
m-ACO,1002443,1608884
SMS-EMOA,1002153,4507521
SMS-EMOA,1018569,5376912
NSGA-II,1008391,3076287
m-ACO,1004040,424819
NSGA-II,1005880,5967770
NSGA-II,1006745,4228951
NSGA-II,1018662,2567589
NOOP,1003025,10986
NSGA-II,1002258,3223798
NOOP,1003030,85794
NSGA-II,1036133,5054249
SMS-EMOA,1045343,5384461
m-ACO,1000846,2041997
SMS-EMOA,1009278,4479556
SMS-EMOA,1010987,4442353
SMS-EMOA,1013642,4793712
SMS-EMOA,1012301,4533330
m-ACO,1005527,447978
SMS-EMOA,1023034,5452170
SMS-EMOA,1038318,3496572
SMS-EMOA,1013417,9198291
NSGA-II,1001869,3299315
NSGA-II,1004837,2624929
m-ACO,1013570,408304
NOOP,1003995,6275
m-ACO,1003163,4331049
m-ACO,1016811,366022
NOOP,1001764,8742
NOOP,1001771,6211
SMS-EMOA,1011930,5295534
NSGA-II,1006510,3747796
m-ACO,1007965,6348777
m-ACO,1002068,4343757
SMS-EMOA,1002306,4141998
m-ACO,1000801,1942396
m-ACO,1037550,472158
m-ACO,1011975,391028
NOOP,1005442,5154
m-ACO,1004007,387801
SMS-EMOA,1024656,3139780
SMS-EMOA,1042280,5391845
m-ACO,1005410,443931
m-ACO,1026138,465713
SMS-EMOA,1014020,7737157
NSGA-II,1002943,3315631
NSGA-II,1001686,3211780
m-ACO,1004177,4259165
m-ACO,1011805,341644
m-ACO,1014108,419117
m-ACO,1037420,482543
NSGA-II,1004179,2130126
NOOP,1009102,5475
SMS-EMOA,1009963,4350069
NOOP,1003278,8533
NSGA-II,1000464,3191060
NSGA-II,1010197,2724123
NOOP,1002971,7801
m-ACO,1013400,431219
SMS-EMOA,1004272,5748225
NSGA-II,1046337,2121728
m-ACO,1002574,3683686
NOOP,1010519,7723
m-ACO,1002118,1557252
SMS-EMOA,1005090,5580607
NOOP,1000795,4125
NOOP,1000780,4858
NOOP,1032310,8167
m-ACO,1003013,385089
m-ACO,1004089,204577
NSGA-II,1002386,3346804
NSGA-II,1000900,952284
SMS-EMOA,1008144,4227928
SMS-EMOA,1009407,4851404
NSGA-II,1002427,3280184
NOOP,1004902,3408
NOOP,1023724,8334
SMS-EMOA,1015807,5301961
SMS-EMOA,1006231,6014903
m-ACO,1012099,417774
NOOP,1030050,8365
NSGA-II,1013497,2690846
m-ACO,1013192,884568
SMS-EMOA,1006590,5653956
NOOP,1012659,6706
NSGA-II,1012675,3099608
m-ACO,1003581,386263
m-ACO,1028712,327239
NOOP,1003431,6688
NOOP,1011859,2883
SMS-EMOA,1011454,4292991
SMS-EMOA,1010117,4733573
m-ACO,1002196,3757641
NOOP,1003424,3876
NOOP,1014063,7955
NOOP,1049316,8353
NSGA-II,1005010,2601157
SMS-EMOA,1013973,2866784
m-ACO,1010980,6442824
SMS-EMOA,1004658,6144260
NOOP,1007702,6219
m-ACO,1014186,252698
NOOP,1010345,4728
NOOP,1012411,6885
m-ACO,1025893,403800
SMS-EMOA,1003974,3135570
NOOP,1005043,3708
NOOP,1002688,6474
NOOP,1005056,4943
SMS-EMOA,1001453,1559827
NSGA-II,1001758,3301382
NSGA-II,1004706,2605311
NSGA-II,1005245,2621381
m-ACO,1045252,462516
NOOP,1001370,4584
NOOP,1001365,3331
NSGA-II,1029833,4402856
NOOP,1025356,8773
NSGA-II,1012420,2524895
NSGA-II,1013163,2686151
NOOP,1032711,8275
SMS-EMOA,1036612,3514589
NSGA-II,1010907,3132245
SMS-EMOA,1002579,4294486
NOOP,1000394,59757
SMS-EMOA,1021939,4292582
NOOP,1001888,178102
SMS-EMOA,1008311,4303539
SMS-EMOA,1009349,4363433
m-ACO,1006458,370846
SMS-EMOA,1012230,4388485
NOOP,1020518,8313
NSGA-II,1028684,4616652
SMS-EMOA,1022446,7959797
NOOP,1012188,5369
NSGA-II,1006674,4256847
NSGA-II,1007337,3204250
NOOP,1002304,11732
NSGA-II,1002369,3183959
m-ACO,1003939,4255716
NOOP,1002311,3125
m-ACO,1013946,496201
NOOP,1003818,2800
NOOP,1011465,13083
m-ACO,1010448,9734118
m-ACO,1011543,8924252
SMS-EMOA,1002062,1769334
SMS-EMOA,1003521,2977672
NOOP,1006037,4911
SMS-EMOA,1001806,1143184
NOOP,1006022,5239
SMS-EMOA,1004858,5947672
NSGA-II,1008501,4036232
m-ACO,1010024,6938628
SMS-EMOA,1010659,4736101
NOOP,1010494,4316
NOOP,1035456,8134
NSGA-II,1001243,1106656
m-ACO,1023403,424046
m-ACO,1001020,1824245
SMS-EMOA,1043306,5466842
SMS-EMOA,1004116,3162081
SMS-EMOA,1001148,1203766
m-ACO,1006528,426360
m-ACO,1006144,393750
m-ACO,1003849,4263336
SMS-EMOA,1007972,4429396
m-ACO,1002942,4325617
NSGA-II,1011011,3070386
m-ACO,1011018,8255614
m-ACO,1001067,1533944
SMS-EMOA,1028935,5980273
m-ACO,1000500,8682627
SMS-EMOA,1005600,4562116
NSGA-II,1047745,2091771
m-ACO,1017077,375300
m-ACO,1002905,4254200
NSGA-II,1004048,2181116
NOOP,1005792,3697
m-ACO,1006103,236661
NSGA-II,1000555,1087527
m-ACO,1013871,427180
SMS-EMOA,1014111,4611657
NOOP,1007976,2946
m-ACO,1007464,4715877
NSGA-II,1002872,3564855
m-ACO,1013901,420838
NSGA-II,1009217,2764794
NOOP,1023950,8613
NOOP,1004776,8872
SMS-EMOA,1007269,11603201
m-ACO,1007514,4860664
SMS-EMOA,1003774,3173808
NOOP,1013331,8561
m-ACO,1030845,418124
m-ACO,1010063,7067792
m-ACO,1005911,381409
SMS-EMOA,1011801,3575536
m-ACO,1001117,3087116
SMS-EMOA,1013287,4872686
NOOP,1000450,3574
NSGA-II,1006421,2321956
NSGA-II,1007162,2668886
m-ACO,1011168,8340458
NOOP,1025487,8366
SMS-EMOA,1013526,4668069
NSGA-II,1001958,3248461
NOOP,1022259,8603
NSGA-II,1006380,3749510
m-ACO,1000470,8514548
m-ACO,1047261,482309
NOOP,1006423,7197
SMS-EMOA,1000274,1630103
SMS-EMOA,1004769,5782036
NOOP,1006436,81189
m-ACO,1001485,4028382
NOOP,1012589,6146
NOOP,1042358,8950
NOOP,1015357,8530
NSGA-II,1004462,2710232
NSGA-II,1005121,2628824
NOOP,1002710,9624
NSGA-II,1005680,3449856
NOOP,1002705,5598
SMS-EMOA,1011565,4337650
NOOP,1013578,7693
NOOP,1001910,5270
SMS-EMOA,1006300,5349138
SMS-EMOA,1004986,5763578
m-ACO,1001199,1481181
m-ACO,1004894,430184
m-ACO,1000092,3282527
SMS-EMOA,1029112,7422706
m-ACO,1009622,273208
m-ACO,1006491,489540
NOOP,1010080,7202
NOOP,1022410,8555
NSGA-II,1003055,2194554
NSGA-II,1002516,3393118
m-ACO,1012884,399733
NOOP,1000219,3636
NOOP,1035042,8682
NSGA-II,1000831,785650
SMS-EMOA,1009536,4560876
NOOP,1002558,7284
NOOP,1005393,4668
SMS-EMOA,1009763,4156791
NOOP,1008622,4890
NOOP,1010930,4044
NOOP,1008637,6287
NOOP,1005386,76983
NSGA-II,1002743,3224787
m-ACO,1008302,5124603
NSGA-II,1001886,3534170
m-ACO,1009209,3188827
NSGA-II,1010836,1772064
SMS-EMOA,1006155,3933103
SMS-EMOA,1018072,8139791
NSGA-II,1047874,2108919
SMS-EMOA,1005931,5995646
SMS-EMOA,1011730,4227345
SMS-EMOA,1010273,5012396
SMS-EMOA,1047590,5659426
NOOP,1000044,10360
SMS-EMOA,1011091,4615406
NSGA-II,1004637,3124748
NSGA-II,1005374,2639092
SMS-EMOA,1033992,3365535
NSGA-II,1008865,2951156
NSGA-II,1016942,2576218
NOOP,1004377,6815
SMS-EMOA,1000021,1738895
SMS-EMOA,1001562,1739302
m-ACO,1009379,3200407
m-ACO,1037898,411184
NOOP,1013725,8047
SMS-EMOA,1000780,1495655
SMS-EMOA,1003845,3959690
SMS-EMOA,1006497,5784663
m-ACO,1013281,423225
NSGA-II,1023447,2587242
SMS-EMOA,1006336,3888446
SMS-EMOA,1003368,4719165
NOOP,1001616,5646
m-ACO,1002799,3760800
NOOP,1001603,3932
m-ACO,1003692,4253097
m-ACO,1005291,445910
NSGA-II,1003063,3267694
NSGA-II,1002520,3254423
NOOP,1005525,3905
SMS-EMOA,1012479,4912877
NOOP,1008081,5815
SMS-EMOA,1009500,4355524
NOOP,1005530,5148
NOOP,1013186,8743
SMS-EMOA,1000242,1179664
SMS-EMOA,1001701,1666673
NOOP,1009065,4897
m-ACO,1004686,421218
m-ACO,1002285,3692382
NOOP,1025625,8126
NOOP,1002803,8839
NSGA-II,1004454,2609970
NSGA-II,1005117,2646312
NSGA-II,1000149,1224411
NOOP,1002816,7618
m-ACO,1042062,240215
NOOP,1038118,8240
NSGA-II,1018854,2549631
m-ACO,1012696,472273
SMS-EMOA,1011553,3562113
SMS-EMOA,1010010,4680758
SMS-EMOA,1011706,5498440
SMS-EMOA,1010245,4652039
m-ACO,1018903,175602
NOOP,1005778,8868
m-ACO,1009877,6847307
m-ACO,1041947,411234
NOOP,1018045,8593
NSGA-II,1005342,3438157
SMS-EMOA,1045881,5078684
SMS-EMOA,1047207,5511233
NSGA-II,1035534,7932348
NOOP,1044839,8032
SMS-EMOA,1005049,5440743
SMS-EMOA,1000017,2002636
SMS-EMOA,1001554,1646430
NOOP,1041016,8671
SMS-EMOA,1003873,3152365
SMS-EMOA,1009755,12236294
NSGA-II,1003597,2212843
NOOP,1008931,4091
NSGA-II,1006268,7230462
NSGA-II,1003236,2153677
NSGA-II,1002775,3490124
SMS-EMOA,1041373,5078950
NOOP,1008924,5118
m-ACO,1019978,410757
NSGA-II,1010800,2702001
NSGA-II,1012286,2620475
